,fase,fase_end,fase_count,wind_dir,location,windfase,windfase_end,windfase_count,windduur,windduur_end,windduur_count,opzetduur,opzetduur_end,opzetduur_count
1732,,,,0.0 - 22.5,delfzijl,,,,22.0,23.0,4.0,,,
1733,,,,0.0 - 22.5,delfzijl,,,,20.0,21.0,4.0,,,
1734,,,,0.0 - 22.5,delfzijl,,,,32.0,33.0,2.0,,,
1735,,,,0.0 - 22.5,delfzijl,,,,11.0,12.0,4.0,,,
1736,,,,0.0 - 22.5,delfzijl,,,,34.0,35.0,2.0,,,
1737,,,,0.0 - 22.5,delfzijl,,,,47.0,48.0,1.0,,,
1738,,,,0.0 - 22.5,delfzijl,,,,15.0,16.0,2.0,,,
1739,,,,0.0 - 22.5,delfzijl,,,,16.0,17.0,2.0,,,
1740,,,,0.0 - 22.5,delfzijl,,,,19.0,20.0,2.0,,,
1741,,,,0.0 - 22.5,delfzijl,,,,46.0,47.0,1.0,,,
1742,,,,0.0 - 22.5,delfzijl,,,,7.0,8.0,1.0,,,
1743,,,,0.0 - 22.5,delfzijl,,,,25.0,26.0,2.0,,,
1744,,,,0.0 - 22.5,delfzijl,,,,24.0,25.0,2.0,,,
1745,,,,0.0 - 22.5,delfzijl,,,,31.0,32.0,3.0,,,
1746,,,,0.0 - 22.5,delfzijl,,,,12.0,13.0,2.0,,,
1747,,,,0.0 - 22.5,delfzijl,,,,27.0,28.0,3.0,,,
1748,,,,0.0 - 22.5,delfzijl,,,,51.0,52.0,1.0,,,
1749,,,,0.0 - 22.5,delfzijl,,,,26.0,27.0,3.0,,,
1750,,,,0.0 - 22.5,delfzijl,,,,13.0,14.0,1.0,,,
1751,,,,0.0 - 22.5,delfzijl,,,,43.0,44.0,2.0,,,
1752,,,,0.0 - 22.5,delfzijl,,,,49.0,50.0,1.0,,,
1753,,,,0.0 - 22.5,delfzijl,,,,6.0,7.0,1.0,,,
1754,,,,0.0 - 22.5,delfzijl,,,,18.0,19.0,2.0,,,
1755,,,,0.0 - 22.5,delfzijl,,,,17.0,18.0,1.0,,,
1756,,,,0.0 - 22.5,delfzijl,,,,,,,4.0,5.0,16.0
1757,,,,0.0 - 22.5,delfzijl,,,,,,,6.0,7.0,10.0
1758,,,,0.0 - 22.5,delfzijl,,,,,,,5.0,6.0,18.0
1759,,,,0.0 - 22.5,delfzijl,,,,,,,8.0,9.0,7.0
1760,,,,0.0 - 22.5,delfzijl,,,,,,,11.0,12.0,6.0
1761,,,,0.0 - 22.5,delfzijl,,,,,,,26.0,27.0,1.0
1762,,,,0.0 - 22.5,delfzijl,,,,,,,19.0,20.0,2.0
1763,,,,0.0 - 22.5,delfzijl,,,,,,,9.0,10.0,2.0
1764,,,,0.0 - 22.5,delfzijl,,,,,,,7.0,8.0,6.0
1765,,,,0.0 - 22.5,delfzijl,,,,,,,3.0,4.0,3.0
1766,,,,0.0 - 22.5,delfzijl,,,,,,,13.0,14.0,1.0
1767,,,,0.0 - 22.5,delfzijl,,,,,,,10.0,11.0,4.0
1768,5.0,5.2,1.0,22.5 - 45.0,delfzijl,,,,,,,,,
1769,3.8000000000000007,4.000000000000001,3.0,22.5 - 45.0,delfzijl,,,,,,,,,
1770,5.4,5.6000000000000005,2.0,22.5 - 45.0,delfzijl,,,,,,,,,
1771,2.0,2.2,5.0,22.5 - 45.0,delfzijl,,,,,,,,,
1772,3.6000000000000014,3.8000000000000016,3.0,22.5 - 45.0,delfzijl,,,,,,,,,
1773,3.4000000000000004,3.6000000000000005,1.0,22.5 - 45.0,delfzijl,,,,,,,,,
1774,3.0,3.2,4.0,22.5 - 45.0,delfzijl,,,,,,,,,
1775,4.200000000000001,4.400000000000001,1.0,22.5 - 45.0,delfzijl,,,,,,,,,
1776,2.200000000000001,2.4000000000000012,2.0,22.5 - 45.0,delfzijl,,,,,,,,,
1777,4.600000000000001,4.800000000000002,1.0,22.5 - 45.0,delfzijl,,,,,,,,,
1778,1.8000000000000007,2.000000000000001,2.0,22.5 - 45.0,delfzijl,,,,,,,,,
1779,1.2000000000000002,1.4000000000000001,1.0,22.5 - 45.0,delfzijl,,,,,,,,,
1780,,,,22.5 - 45.0,delfzijl,-21.0,-20.0,2.0,,,,,,
1781,,,,22.5 - 45.0,delfzijl,-23.0,-22.0,2.0,,,,,,
1782,,,,22.5 - 45.0,delfzijl,-2.0,-1.0,1.0,,,,,,
1783,,,,22.5 - 45.0,delfzijl,-9.0,-8.0,1.0,,,,,,
1784,,,,22.5 - 45.0,delfzijl,-6.0,-5.0,1.0,,,,,,
1785,,,,22.5 - 45.0,delfzijl,-18.0,-17.0,2.0,,,,,,
1786,,,,22.5 - 45.0,delfzijl,-12.0,-11.0,1.0,,,,,,
1787,,,,22.5 - 45.0,delfzijl,-10.0,-9.0,2.0,,,,,,
1788,,,,22.5 - 45.0,delfzijl,-20.0,-19.0,2.0,,,,,,
1789,,,,22.5 - 45.0,delfzijl,13.0,14.0,1.0,,,,,,
1790,,,,22.5 - 45.0,delfzijl,16.0,17.0,1.0,,,,,,
1791,,,,22.5 - 45.0,delfzijl,19.0,20.0,1.0,,,,,,
1792,,,,22.5 - 45.0,delfzijl,-15.0,-14.0,2.0,,,,,,
1793,,,,22.5 - 45.0,delfzijl,-24.0,-23.0,2.0,,,,,,
1794,,,,22.5 - 45.0,delfzijl,-4.0,-3.0,2.0,,,,,,
1795,,,,22.5 - 45.0,delfzijl,8.0,9.0,1.0,,,,,,
1796,,,,22.5 - 45.0,delfzijl,9.0,10.0,1.0,,,,,,
1797,,,,22.5 - 45.0,delfzijl,-1.0,0.0,1.0,,,,,,
1798,,,,22.5 - 45.0,delfzijl,12.0,13.0,1.0,,,,,,
1799,,,,22.5 - 45.0,delfzijl,,,,22.0,23.0,2.0,,,
1800,,,,22.5 - 45.0,delfzijl,,,,23.0,24.0,2.0,,,
1801,,,,22.5 - 45.0,delfzijl,,,,39.0,40.0,2.0,,,
1802,,,,22.5 - 45.0,delfzijl,,,,37.0,38.0,1.0,,,
1803,,,,22.5 - 45.0,delfzijl,,,,58.0,59.0,1.0,,,
1804,,,,22.5 - 45.0,delfzijl,,,,17.0,18.0,1.0,,,
1805,,,,22.5 - 45.0,delfzijl,,,,30.0,31.0,2.0,,,
1806,,,,22.5 - 45.0,delfzijl,,,,29.0,30.0,2.0,,,
1807,,,,22.5 - 45.0,delfzijl,,,,9.0,10.0,1.0,,,
1808,,,,22.5 - 45.0,delfzijl,,,,36.0,37.0,1.0,,,
1809,,,,22.5 - 45.0,delfzijl,,,,38.0,39.0,2.0,,,
1810,,,,22.5 - 45.0,delfzijl,,,,49.0,50.0,1.0,,,
1811,,,,22.5 - 45.0,delfzijl,,,,18.0,19.0,2.0,,,
1812,,,,22.5 - 45.0,delfzijl,,,,34.0,35.0,1.0,,,
1813,,,,22.5 - 45.0,delfzijl,,,,27.0,28.0,1.0,,,
1814,,,,22.5 - 45.0,delfzijl,,,,19.0,20.0,1.0,,,
1815,,,,22.5 - 45.0,delfzijl,,,,8.0,9.0,1.0,,,
1816,,,,22.5 - 45.0,delfzijl,,,,55.0,56.0,1.0,,,
1817,,,,22.5 - 45.0,delfzijl,,,,28.0,29.0,1.0,,,
1818,,,,22.5 - 45.0,delfzijl,,,,32.0,33.0,1.0,,,
1819,1.2000000000000002,1.4000000000000001,1.0,45.0 - 67.5,delfzijl,,,,,,,,,
1820,3.200000000000001,3.4000000000000012,1.0,45.0 - 67.5,delfzijl,,,,,,,,,
1821,4.0,4.2,1.0,45.0 - 67.5,delfzijl,,,,,,,,,
1822,3.4000000000000004,3.6000000000000005,1.0,45.0 - 67.5,delfzijl,,,,,,,,,
1823,,,,45.0 - 67.5,delfzijl,12.0,13.0,1.0,,,,,,
1824,,,,45.0 - 67.5,delfzijl,-17.0,-16.0,1.0,,,,,,
1825,,,,45.0 - 67.5,delfzijl,-8.0,-7.0,1.0,,,,,,
1826,,,,45.0 - 67.5,delfzijl,-12.0,-11.0,1.0,,,,,,
1827,,,,45.0 - 67.5,delfzijl,,,,18.0,19.0,1.0,,,
1828,,,,45.0 - 67.5,delfzijl,,,,25.0,26.0,1.0,,,
1829,,,,45.0 - 67.5,delfzijl,,,,36.0,37.0,1.0,,,
1830,1.8000000000000007,2.000000000000001,1.0,67.5 - 90.0,delfzijl,,,,,,,,,
1831,,,,67.5 - 90.0,delfzijl,18.0,19.0,1.0,,,,,,
1832,,,,67.5 - 90.0,delfzijl,,,,27.0,28.0,1.0,,,
1833,3.4000000000000004,3.6000000000000005,3.0,90.0 - 112.5,delfzijl,,,,,,,,,
1834,3.6000000000000014,3.8000000000000016,1.0,90.0 - 112.5,delfzijl,,,,,,,,,
1835,3.0,3.2,1.0,90.0 - 112.5,delfzijl,,,,,,,,,
1836,,,,90.0 - 112.5,delfzijl,16.0,17.0,2.0,,,,,,
1837,,,,90.0 - 112.5,delfzijl,9.0,10.0,1.0,,,,,,
1838,,,,90.0 - 112.5,delfzijl,-24.0,-23.0,1.0,,,,,,
1839,,,,90.0 - 112.5,delfzijl,12.0,13.0,1.0,,,,,,
1840,,,,90.0 - 112.5,delfzijl,,,,21.0,22.0,2.0,,,
1841,,,,90.0 - 112.5,delfzijl,,,,26.0,27.0,1.0,,,
1842,,,,90.0 - 112.5,delfzijl,,,,28.0,29.0,1.0,,,
1843,,,,90.0 - 112.5,delfzijl,,,,16.0,17.0,1.0,,,
1844,2.0,2.2,1.0,112.5 - 135.0,delfzijl,,,,,,,,,
1845,5.0,5.2,1.0,112.5 - 135.0,delfzijl,,,,,,,,,
1846,3.8000000000000007,4.000000000000001,1.0,112.5 - 135.0,delfzijl,,,,,,,,,
1847,4.600000000000001,4.800000000000002,1.0,112.5 - 135.0,delfzijl,,,,,,,,,
1848,,,,112.5 - 135.0,delfzijl,19.0,20.0,1.0,,,,,,
1849,,,,112.5 - 135.0,delfzijl,20.0,21.0,2.0,,,,,,
1850,,,,112.5 - 135.0,delfzijl,23.0,24.0,1.0,,,,,,
1851,,,,112.5 - 135.0,delfzijl,,,,41.0,42.0,1.0,,,
1852,,,,112.5 - 135.0,delfzijl,,,,19.0,20.0,1.0,,,
1853,,,,112.5 - 135.0,delfzijl,,,,24.0,25.0,1.0,,,
1854,,,,112.5 - 135.0,delfzijl,,,,11.0,12.0,1.0,,,
1855,3.8000000000000007,4.000000000000001,5.0,135.0 - 157.5,delfzijl,,,,,,,,,
1856,3.4000000000000004,3.6000000000000005,2.0,135.0 - 157.5,delfzijl,,,,,,,,,
1857,5.0,5.2,2.0,135.0 - 157.5,delfzijl,,,,,,,,,
1858,3.0,3.2,1.0,135.0 - 157.5,delfzijl,,,,,,,,,
1859,4.0,4.2,6.0,135.0 - 157.5,delfzijl,,,,,,,,,
1860,3.200000000000001,3.4000000000000012,1.0,135.0 - 157.5,delfzijl,,,,,,,,,
1861,4.800000000000001,5.000000000000001,1.0,135.0 - 157.5,delfzijl,,,,,,,,,
1862,3.6000000000000014,3.8000000000000016,1.0,135.0 - 157.5,delfzijl,,,,,,,,,
1863,5.4,5.6000000000000005,1.0,135.0 - 157.5,delfzijl,,,,,,,,,
1864,,,,135.0 - 157.5,delfzijl,23.0,24.0,4.0,,,,,,
1865,,,,135.0 - 157.5,delfzijl,-24.0,-23.0,1.0,,,,,,
1866,,,,135.0 - 157.5,delfzijl,22.0,23.0,2.0,,,,,,
1867,,,,135.0 - 157.5,delfzijl,21.0,22.0,1.0,,,,,,
1868,,,,135.0 - 157.5,delfzijl,-18.0,-17.0,1.0,,,,,,
1869,,,,135.0 - 157.5,delfzijl,19.0,20.0,2.0,,,,,,
1870,,,,135.0 - 157.5,delfzijl,15.0,16.0,2.0,,,,,,
1871,,,,135.0 - 157.5,delfzijl,18.0,19.0,3.0,,,,,,
1872,,,,135.0 - 157.5,delfzijl,20.0,21.0,2.0,,,,,,
1873,,,,135.0 - 157.5,delfzijl,17.0,18.0,1.0,,,,,,
1874,,,,135.0 - 157.5,delfzijl,10.0,11.0,1.0,,,,,,
1875,,,,135.0 - 157.5,delfzijl,,,,31.0,32.0,4.0,,,
1876,,,,135.0 - 157.5,delfzijl,,,,22.0,23.0,3.0,,,
1877,,,,135.0 - 157.5,delfzijl,,,,42.0,43.0,1.0,,,
1878,,,,135.0 - 157.5,delfzijl,,,,16.0,17.0,1.0,,,
1879,,,,135.0 - 157.5,delfzijl,,,,28.0,29.0,1.0,,,
1880,,,,135.0 - 157.5,delfzijl,,,,18.0,19.0,1.0,,,
1881,,,,135.0 - 157.5,delfzijl,,,,23.0,24.0,3.0,,,
1882,,,,135.0 - 157.5,delfzijl,,,,35.0,36.0,2.0,,,
1883,,,,135.0 - 157.5,delfzijl,,,,40.0,41.0,1.0,,,
1884,,,,135.0 - 157.5,delfzijl,,,,20.0,21.0,1.0,,,
1885,,,,135.0 - 157.5,delfzijl,,,,27.0,28.0,1.0,,,
1886,,,,135.0 - 157.5,delfzijl,,,,17.0,18.0,1.0,,,
1887,2.0,2.2,5.0,157.5 - 180.0,delfzijl,,,,,,,,,
1888,3.8000000000000007,4.000000000000001,18.0,157.5 - 180.0,delfzijl,,,,,,,,,
1889,4.0,4.2,20.0,157.5 - 180.0,delfzijl,,,,,,,,,
1890,3.6000000000000014,3.8000000000000016,17.0,157.5 - 180.0,delfzijl,,,,,,,,,
1891,3.4000000000000004,3.6000000000000005,8.0,157.5 - 180.0,delfzijl,,,,,,,,,
1892,4.800000000000001,5.000000000000001,4.0,157.5 - 180.0,delfzijl,,,,,,,,,
1893,4.200000000000001,4.400000000000001,6.0,157.5 - 180.0,delfzijl,,,,,,,,,
1894,5.0,5.2,3.0,157.5 - 180.0,delfzijl,,,,,,,,,
1895,4.600000000000001,4.800000000000002,5.0,157.5 - 180.0,delfzijl,,,,,,,,,
1896,4.4,4.6000000000000005,1.0,157.5 - 180.0,delfzijl,,,,,,,,,
1897,3.200000000000001,3.4000000000000012,6.0,157.5 - 180.0,delfzijl,,,,,,,,,
1898,3.0,3.2,3.0,157.5 - 180.0,delfzijl,,,,,,,,,
1899,2.8000000000000007,3.000000000000001,1.0,157.5 - 180.0,delfzijl,,,,,,,,,
1900,1.6000000000000005,1.8000000000000005,1.0,157.5 - 180.0,delfzijl,,,,,,,,,
1901,5.200000000000001,5.400000000000001,2.0,157.5 - 180.0,delfzijl,,,,,,,,,
1902,2.4000000000000004,2.6000000000000005,1.0,157.5 - 180.0,delfzijl,,,,,,,,,
1903,-2.5999999999999996,-2.3999999999999995,1.0,157.5 - 180.0,delfzijl,,,,,,,,,
1904,,,,157.5 - 180.0,delfzijl,17.0,18.0,8.0,,,,,,
1905,,,,157.5 - 180.0,delfzijl,13.0,14.0,4.0,,,,,,
1906,,,,157.5 - 180.0,delfzijl,16.0,17.0,4.0,,,,,,
1907,,,,157.5 - 180.0,delfzijl,14.0,15.0,5.0,,,,,,
1908,,,,157.5 - 180.0,delfzijl,23.0,24.0,21.0,,,,,,
1909,,,,157.5 - 180.0,delfzijl,19.0,20.0,9.0,,,,,,
1910,,,,157.5 - 180.0,delfzijl,-13.0,-12.0,1.0,,,,,,
1911,,,,157.5 - 180.0,delfzijl,9.0,10.0,2.0,,,,,,
1912,,,,157.5 - 180.0,delfzijl,22.0,23.0,10.0,,,,,,
1913,,,,157.5 - 180.0,delfzijl,18.0,19.0,6.0,,,,,,
1914,,,,157.5 - 180.0,delfzijl,12.0,13.0,1.0,,,,,,
1915,,,,157.5 - 180.0,delfzijl,20.0,21.0,8.0,,,,,,
1916,,,,157.5 - 180.0,delfzijl,-23.0,-22.0,2.0,,,,,,
1917,,,,157.5 - 180.0,delfzijl,21.0,22.0,8.0,,,,,,
1918,,,,157.5 - 180.0,delfzijl,-24.0,-23.0,2.0,,,,,,
1919,,,,157.5 - 180.0,delfzijl,8.0,9.0,1.0,,,,,,
1920,,,,157.5 - 180.0,delfzijl,-21.0,-20.0,1.0,,,,,,
1921,,,,157.5 - 180.0,delfzijl,-18.0,-17.0,4.0,,,,,,
1922,,,,157.5 - 180.0,delfzijl,11.0,12.0,2.0,,,,,,
1923,,,,157.5 - 180.0,delfzijl,15.0,16.0,1.0,,,,,,
1924,,,,157.5 - 180.0,delfzijl,10.0,11.0,1.0,,,,,,
1925,,,,157.5 - 180.0,delfzijl,-22.0,-21.0,2.0,,,,,,
1926,,,,157.5 - 180.0,delfzijl,,,,35.0,36.0,5.0,,,
1927,,,,157.5 - 180.0,delfzijl,,,,30.0,31.0,4.0,,,
1928,,,,157.5 - 180.0,delfzijl,,,,33.0,34.0,3.0,,,
1929,,,,157.5 - 180.0,delfzijl,,,,31.0,32.0,11.0,,,
1930,,,,157.5 - 180.0,delfzijl,,,,24.0,25.0,4.0,,,
1931,,,,157.5 - 180.0,delfzijl,,,,12.0,13.0,4.0,,,
1932,,,,157.5 - 180.0,delfzijl,,,,36.0,37.0,3.0,,,
1933,,,,157.5 - 180.0,delfzijl,,,,23.0,24.0,2.0,,,
1934,,,,157.5 - 180.0,delfzijl,,,,39.0,40.0,4.0,,,
1935,,,,157.5 - 180.0,delfzijl,,,,45.0,46.0,2.0,,,
1936,,,,157.5 - 180.0,delfzijl,,,,28.0,29.0,4.0,,,
1937,,,,157.5 - 180.0,delfzijl,,,,32.0,33.0,4.0,,,
1938,,,,157.5 - 180.0,delfzijl,,,,21.0,22.0,1.0,,,
1939,,,,157.5 - 180.0,delfzijl,,,,40.0,41.0,1.0,,,
1940,,,,157.5 - 180.0,delfzijl,,,,10.0,11.0,1.0,,,
1941,,,,157.5 - 180.0,delfzijl,,,,59.0,60.0,1.0,,,
1942,,,,157.5 - 180.0,delfzijl,,,,20.0,21.0,1.0,,,
1943,,,,157.5 - 180.0,delfzijl,,,,11.0,12.0,1.0,,,
1944,,,,157.5 - 180.0,delfzijl,,,,25.0,26.0,2.0,,,
1945,,,,157.5 - 180.0,delfzijl,,,,19.0,20.0,2.0,,,
1946,,,,157.5 - 180.0,delfzijl,,,,34.0,35.0,5.0,,,
1947,,,,157.5 - 180.0,delfzijl,,,,41.0,42.0,2.0,,,
1948,,,,157.5 - 180.0,delfzijl,,,,17.0,18.0,2.0,,,
1949,,,,157.5 - 180.0,delfzijl,,,,51.0,52.0,1.0,,,
1950,,,,157.5 - 180.0,delfzijl,,,,38.0,39.0,3.0,,,
1951,,,,157.5 - 180.0,delfzijl,,,,29.0,30.0,4.0,,,
1952,,,,157.5 - 180.0,delfzijl,,,,27.0,28.0,7.0,,,
1953,,,,157.5 - 180.0,delfzijl,,,,13.0,14.0,1.0,,,
1954,,,,157.5 - 180.0,delfzijl,,,,37.0,38.0,1.0,,,
1955,,,,157.5 - 180.0,delfzijl,,,,26.0,27.0,3.0,,,
1956,,,,157.5 - 180.0,delfzijl,,,,22.0,23.0,3.0,,,
1957,,,,157.5 - 180.0,delfzijl,,,,42.0,43.0,1.0,,,
1958,,,,157.5 - 180.0,delfzijl,,,,43.0,44.0,1.0,,,
1959,,,,157.5 - 180.0,delfzijl,,,,14.0,15.0,1.0,,,
1960,,,,157.5 - 180.0,delfzijl,,,,53.0,54.0,1.0,,,
1961,,,,157.5 - 180.0,delfzijl,,,,9.0,10.0,2.0,,,
1962,,,,157.5 - 180.0,delfzijl,,,,56.0,57.0,1.0,,,
1963,,,,157.5 - 180.0,delfzijl,,,,50.0,51.0,1.0,,,
1964,,,,157.5 - 180.0,delfzijl,,,,15.0,16.0,1.0,,,
1965,,,,157.5 - 180.0,delfzijl,,,,18.0,19.0,1.0,,,
1966,3.8000000000000007,4.000000000000001,84.0,180.0 - 202.5,delfzijl,,,,,,,,,
1967,4.200000000000001,4.400000000000001,19.0,180.0 - 202.5,delfzijl,,,,,,,,,
1968,3.4000000000000004,3.6000000000000005,62.0,180.0 - 202.5,delfzijl,,,,,,,,,
1969,4.0,4.2,101.0,180.0 - 202.5,delfzijl,,,,,,,,,
1970,4.800000000000001,5.000000000000001,26.0,180.0 - 202.5,delfzijl,,,,,,,,,
1971,3.6000000000000014,3.8000000000000016,73.0,180.0 - 202.5,delfzijl,,,,,,,,,
1972,1.8000000000000007,2.000000000000001,10.0,180.0 - 202.5,delfzijl,,,,,,,,,
1973,3.0,3.2,26.0,180.0 - 202.5,delfzijl,,,,,,,,,
1974,5.0,5.2,24.0,180.0 - 202.5,delfzijl,,,,,,,,,
1975,1.2000000000000002,1.4000000000000001,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1976,3.200000000000001,3.4000000000000012,49.0,180.0 - 202.5,delfzijl,,,,,,,,,
1977,4.4,4.6000000000000005,17.0,180.0 - 202.5,delfzijl,,,,,,,,,
1978,4.600000000000001,4.800000000000002,18.0,180.0 - 202.5,delfzijl,,,,,,,,,
1979,2.5999999999999996,2.8,4.0,180.0 - 202.5,delfzijl,,,,,,,,,
1980,2.0,2.2,8.0,180.0 - 202.5,delfzijl,,,,,,,,,
1981,2.8000000000000007,3.000000000000001,9.0,180.0 - 202.5,delfzijl,,,,,,,,,
1982,-3.1999999999999997,-2.9999999999999996,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1983,2.4000000000000004,2.6000000000000005,4.0,180.0 - 202.5,delfzijl,,,,,,,,,
1984,1.6000000000000005,1.8000000000000005,7.0,180.0 - 202.5,delfzijl,,,,,,,,,
1985,-3.0,-2.8,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1986,5.4,5.6000000000000005,5.0,180.0 - 202.5,delfzijl,,,,,,,,,
1987,2.200000000000001,2.4000000000000012,3.0,180.0 - 202.5,delfzijl,,,,,,,,,
1988,5.200000000000001,5.400000000000001,5.0,180.0 - 202.5,delfzijl,,,,,,,,,
1989,1.0,1.2,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1990,5.600000000000001,5.800000000000002,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1991,1.4000000000000004,1.6000000000000003,2.0,180.0 - 202.5,delfzijl,,,,,,,,,
1992,-5.8,-5.6,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1993,-5.6,-5.3999999999999995,1.0,180.0 - 202.5,delfzijl,,,,,,,,,
1994,,,,180.0 - 202.5,delfzijl,23.0,24.0,101.0,,,,,,
1995,,,,180.0 - 202.5,delfzijl,15.0,16.0,27.0,,,,,,
1996,,,,180.0 - 202.5,delfzijl,7.0,8.0,5.0,,,,,,
1997,,,,180.0 - 202.5,delfzijl,17.0,18.0,38.0,,,,,,
1998,,,,180.0 - 202.5,delfzijl,18.0,19.0,52.0,,,,,,
1999,,,,180.0 - 202.5,delfzijl,11.0,12.0,18.0,,,,,,
2000,,,,180.0 - 202.5,delfzijl,10.0,11.0,10.0,,,,,,
2001,,,,180.0 - 202.5,delfzijl,19.0,20.0,50.0,,,,,,
2002,,,,180.0 - 202.5,delfzijl,22.0,23.0,47.0,,,,,,
2003,,,,180.0 - 202.5,delfzijl,-17.0,-16.0,2.0,,,,,,
2004,,,,180.0 - 202.5,delfzijl,13.0,14.0,16.0,,,,,,
2005,,,,180.0 - 202.5,delfzijl,12.0,13.0,18.0,,,,,,
2006,,,,180.0 - 202.5,delfzijl,-22.0,-21.0,8.0,,,,,,
2007,,,,180.0 - 202.5,delfzijl,16.0,17.0,38.0,,,,,,
2008,,,,180.0 - 202.5,delfzijl,20.0,21.0,41.0,,,,,,
2009,,,,180.0 - 202.5,delfzijl,21.0,22.0,42.0,,,,,,
2010,,,,180.0 - 202.5,delfzijl,8.0,9.0,6.0,,,,,,
2011,,,,180.0 - 202.5,delfzijl,14.0,15.0,21.0,,,,,,
2012,,,,180.0 - 202.5,delfzijl,-21.0,-20.0,3.0,,,,,,
2013,,,,180.0 - 202.5,delfzijl,-24.0,-23.0,6.0,,,,,,
2014,,,,180.0 - 202.5,delfzijl,-20.0,-19.0,4.0,,,,,,
2015,,,,180.0 - 202.5,delfzijl,-9.0,-8.0,1.0,,,,,,
2016,,,,180.0 - 202.5,delfzijl,-10.0,-9.0,1.0,,,,,,
2017,,,,180.0 - 202.5,delfzijl,-19.0,-18.0,4.0,,,,,,
2018,,,,180.0 - 202.5,delfzijl,-13.0,-12.0,2.0,,,,,,
2019,,,,180.0 - 202.5,delfzijl,9.0,10.0,4.0,,,,,,
2020,,,,180.0 - 202.5,delfzijl,-18.0,-17.0,1.0,,,,,,
2021,,,,180.0 - 202.5,delfzijl,6.0,7.0,1.0,,,,,,
2022,,,,180.0 - 202.5,delfzijl,-23.0,-22.0,4.0,,,,,,
2023,,,,180.0 - 202.5,delfzijl,-15.0,-14.0,1.0,,,,,,
2024,,,,180.0 - 202.5,delfzijl,,,,33.0,34.0,23.0,,,
2025,,,,180.0 - 202.5,delfzijl,,,,58.0,59.0,2.0,,,
2026,,,,180.0 - 202.5,delfzijl,,,,44.0,45.0,7.0,,,
2027,,,,180.0 - 202.5,delfzijl,,,,43.0,44.0,16.0,,,
2028,,,,180.0 - 202.5,delfzijl,,,,35.0,36.0,14.0,,,
2029,,,,180.0 - 202.5,delfzijl,,,,20.0,21.0,20.0,,,
2030,,,,180.0 - 202.5,delfzijl,,,,31.0,32.0,22.0,,,
2031,,,,180.0 - 202.5,delfzijl,,,,38.0,39.0,14.0,,,
2032,,,,180.0 - 202.5,delfzijl,,,,34.0,35.0,21.0,,,
2033,,,,180.0 - 202.5,delfzijl,,,,40.0,41.0,14.0,,,
2034,,,,180.0 - 202.5,delfzijl,,,,47.0,48.0,7.0,,,
2035,,,,180.0 - 202.5,delfzijl,,,,28.0,29.0,23.0,,,
2036,,,,180.0 - 202.5,delfzijl,,,,45.0,46.0,8.0,,,
2037,,,,180.0 - 202.5,delfzijl,,,,25.0,26.0,13.0,,,
2038,,,,180.0 - 202.5,delfzijl,,,,30.0,31.0,31.0,,,
2039,,,,180.0 - 202.5,delfzijl,,,,39.0,40.0,18.0,,,
2040,,,,180.0 - 202.5,delfzijl,,,,27.0,28.0,15.0,,,
2041,,,,180.0 - 202.5,delfzijl,,,,41.0,42.0,14.0,,,
2042,,,,180.0 - 202.5,delfzijl,,,,37.0,38.0,20.0,,,
2043,,,,180.0 - 202.5,delfzijl,,,,9.0,10.0,7.0,,,
2044,,,,180.0 - 202.5,delfzijl,,,,53.0,54.0,3.0,,,
2045,,,,180.0 - 202.5,delfzijl,,,,36.0,37.0,12.0,,,
2046,,,,180.0 - 202.5,delfzijl,,,,21.0,22.0,22.0,,,
2047,,,,180.0 - 202.5,delfzijl,,,,14.0,15.0,11.0,,,
2048,,,,180.0 - 202.5,delfzijl,,,,46.0,47.0,6.0,,,
2049,,,,180.0 - 202.5,delfzijl,,,,56.0,57.0,2.0,,,
2050,,,,180.0 - 202.5,delfzijl,,,,16.0,17.0,12.0,,,
2051,,,,180.0 - 202.5,delfzijl,,,,11.0,12.0,5.0,,,
2052,,,,180.0 - 202.5,delfzijl,,,,17.0,18.0,8.0,,,
2053,,,,180.0 - 202.5,delfzijl,,,,26.0,27.0,11.0,,,
2054,,,,180.0 - 202.5,delfzijl,,,,51.0,52.0,5.0,,,
2055,,,,180.0 - 202.5,delfzijl,,,,22.0,23.0,12.0,,,
2056,,,,180.0 - 202.5,delfzijl,,,,19.0,20.0,25.0,,,
2057,,,,180.0 - 202.5,delfzijl,,,,24.0,25.0,12.0,,,
2058,,,,180.0 - 202.5,delfzijl,,,,29.0,30.0,13.0,,,
2059,,,,180.0 - 202.5,delfzijl,,,,23.0,24.0,18.0,,,
2060,,,,180.0 - 202.5,delfzijl,,,,55.0,56.0,3.0,,,
2061,,,,180.0 - 202.5,delfzijl,,,,13.0,14.0,8.0,,,
2062,,,,180.0 - 202.5,delfzijl,,,,50.0,51.0,2.0,,,
2063,,,,180.0 - 202.5,delfzijl,,,,15.0,16.0,4.0,,,
2064,,,,180.0 - 202.5,delfzijl,,,,18.0,19.0,8.0,,,
